date_heure,timestamp,probleme_detecte,type_probleme,score_anomalie,cpu_load,ram_total,ram_free,processes,ifInDiscards,ifOutDiscards,tcpRetransSegs,tcpOutRsts,sysUpTime,tcpActiveOpens,tcpPassiveOpens,udpInDatagrams,udpOutDatagrams,icmpInErrors,icmpOutErrors,avg_response_time
2025-05-29 12:46:23,1748519183.8765652,Non,Aucun,0.0,0.0,4366920.0,2377560.0,0.0,0.0,0.0,49.0,90.0,524271.0,136.0,0.0,7170.0,7001.0,301.0,0.0,0.016298818588256835
2025-05-29 12:46:29,1748519189.655579,Non,Aucun,0.0,0.08,4366920.0,2377560.0,0.0,0.0,0.0,49.0,90.0,524833.0,136.0,0.0,7185.0,7016.0,301.0,0.0,0.050368944803873696
2025-05-29 12:46:35,1748519195.0567865,Non,Aucun,0.0,0.24,4366920.0,2377088.0,0.0,0.0,0.0,49.0,90.0,525389.0,136.0,0.0,7224.0,7055.0,301.0,0.0,0.02532809575398763
2025-05-29 12:46:40,1748519200.4656422,Non,Aucun,0.0,0.22,4366920.0,2377344.0,0.0,0.0,0.0,49.0,90.0,525931.0,136.0,0.0,7239.0,7070.0,304.0,0.0,0.025825341542561848
2025-05-29 12:46:45,1748519205.7424843,Non,Aucun,0.0,0.2,4366920.0,2377344.0,0.0,0.0,0.0,49.0,90.0,526457.0,136.0,0.0,7286.0,7117.0,304.0,0.0,0.01704557736714681
2025-05-29 12:46:51,1748519211.1466506,Non,Aucun,0.0,0.18,4366920.0,2377344.0,0.0,0.0,0.0,49.0,90.0,526997.0,136.0,0.0,7301.0,7132.0,304.0,0.0,0.025536298751831055
2025-05-29 12:46:56,1748519216.4993012,Non,Aucun,0.0,0.17,4366920.0,2377344.0,0.0,0.0,0.0,49.0,90.0,527529.0,136.0,0.0,7316.0,7147.0,304.0,0.0,0.02190197308858236
